# model=sk N=50 meanJ=0 seed=290469722 distribution=gaussian field=0 num_fields=50 num_couplings=1225
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
4 32 -0.18446
4 33 0.07336
4 34 -0.05829
4 35 -0.00914
4 36 -0.02231
4 37 0.03754
4 38 -0.09133
4 39 -0.06126
4 40 -0.07095
4 41 0.05225
4 42 -0.13611
4 43 0.21187
4 44 -0.09793
4 45 0.24281
4 46 -0.04986
4 47 -0.02667
4 48 -0.28708
4 49 -0.11551
5 6 0.04679
5 7 0.31456
5 8 0.03789
5 9 -0.08305
5 10 0.05382
5 11 0.12111
5 12 -0.09741
5 13 0.00841
5 14 0.01613
5 15 -0.06376
5 16 -0.27827
5 17 -0.12396
5 18 -0.08701
5 19 0.29489
5 20 -0.10846
5 21 0.25738
5 22 0.10014
5 23 0.00704
5 24 0.0972
5 25 0.16567
5 26 -0.14969
5 27 -0.02222
5 28 0.09202
5 29 0.16026
5 30 0.34028
5 31 -0.17921
5 32 -0.13082
5 33 0.03666
5 34 0.00711
5 35 -0.29424
5 36 0.02337
5 37 -0.08096
5 38 0.07904
5 39 0.08924
5 40 0.01587
5 41 0.12141
5 42 0.09452
5 43 -0.11697
5 44 -0.06673
5 45 -0.02193
5 46 0.2226
5 47 -0.14653
5 48 -0.07513
5 49 0.32059
6 7 0.1031
6 8 0.34799
6 9 0.25892
6 10 0.14195
6 11 -0.07632
6 12 -0.10372
6 13 0.21562
6 14 0.04617
6 15 -0.05274
6 16 0.07762
6 17 -0.20251
6 18 -0.04292
6 19 -0.05767
6 20 0.043
6 21 -0.2922
6 22 -0.00853
6 23 0.04218
6 24 -0.2276
6 25 0.05403
6 26 -0.10886
6 27 -0.05467
6 28 -0.07455
6 29 0.09527
6 30 -0.0724
6 31 0.02571
6 32 0.07046
6 33 0.11664
6 34 0.0317
6 35 0.06445
6 36 -0.12365
6 37 0.05101
6 38 -0.04356
6 39 0.11868
6 40 0.11369
6 41 0.02432
6 42 -0.11058
6 43 -0.09257
6 44 0.19082
6 45 0.06286
6 46 0.03856
6 47 0.25438
6 48 0.04977
6 49 -0.0439
7 8 -0.18516
7 9 0.02603
7 10 -0.21487
7 11 -0.10164
7 12 -0.08307
7 13 -0.0878
7 14 0.22399
7 15 0.09419
7 16 -0.03497
7 17 -0.12114
7 18 0.03968
7 19 -0.21214
7 20 -0.02087
7 21 -0.07924
7 22 -0.11091
7 23 -0.06772
7 24 -0.00927
7 25 -0.08457
7 26 0.17067
7 27 0.11183
7 28 0.16271
7 29 -0.11974
7 30 -0.08527
7 31 -0.11499
7 32 -0.15092
7 33 -0.13523
7 34 -0.1648
7 35 0.15954
7 36 -0.03822
7 37 0.18689
7 38 -0.01181
7 39 -0.07511
7 40 0.08496
7 41 -0.13659
7 42 0.0675
7 43 -0.11608
7 44 -0.03193
7 45 -0.05964
7 46 0.24613
7 47 0.1892
7 48 0.05026
7 49 0.10004
8 9 0.25165
8 10 0.00541
8 11 0.03291
8 12 -0.15191
8 13 -0.0217
8 14 0.23726
8 15 -0.02686
8 16 0.17463
8 17 -0.14118
8 18 -0.01257
8 19 -0.13785
8 20 0.01967
8 21 0.00044
8 22 -0.08726
8 23 0.20327
8 24 -0.12454
8 25 0.04981
8 26 0.22531
8 27 0.21686
8 28 0.25905
8 29 0.19171
8 30 -0.15305
8 31 0.05727
8 32 -0.22233
8 33 0.12338
8 34 0.04019
8 35 -0.11065
8 36 0.06592
8 37 -0.04864
8 38 -0.08756
8 39 -0.07344
8 40 0.02849
8 41 0.04858
8 42 0.2123
8 43 0.00328
8 44 -0.06137
8 45 0.26042
8 46 -0.00709
8 47 -0.01586
8 48 0.22563
8 49 0.11079
9 10 0.07455
9 11 0.00618
9 12 -0.15118
9 13 0.04212
9 14 0.03755
9 15 0.02542
9 16 -0.03324
9 17 -0.20004
9 18 -0.04577
9 19 0.01367
9 20 -0.01072
9 21 -0.02422
9 22 -0.17501
9 23 -0.01113
9 24 -0.14818
9 25 0.13744
9 26 0.09389
9 27 0.21311
9 28 0.31515
9 29 -0.16325
9 30 -0.13175
9 31 -0.04069
9 32 0.02153
9 33 0.10233
9 34 0.07727
9 35 -0.04647
9 36 0.03457
9 37 0.15142
9 38 0.07798
9 39 0.11811
9 40 -0.25686
9 41 0.0874
9 42 0.02177
9 43 -0.05561
9 44 -0.09705
9 45 0.27471
9 46 0.27614
9 47 -0.28501
9 48 -0.06312
9 49 0.03225
10 11 -0.0149
10 12 0.26573
10 13 -0.11698
10 14 0.03315
10 15 0.11734
10 16 0.12042
10 17 -0.12803
10 18 -0.01578
10 19 -0.00984
10 20 0.41832
10 21 -0.07532
10 22 0.05081
10 23 0.06968
10 24 -0.0784
10 25 0.14368
10 26 -0.07294
10 27 -0.00013
10 28 -0.13084
10 29 0.00482
10 30 0.20413
10 31 0.00643
10 32 0.08806
10 33 -0.09027
10 34 -0.139
10 35 -0.08396
10 36 0.18941
10 37 0.20437
10 38 0.27729
10 39 0.05617
10 40 -0.09711
10 41 -0.24872
10 42 0.02356
10 43 0.06609
10 44 0.30808
10 45 0.06233
10 46 0.10128
10 47 -0.09921
10 48 0.16698
10 49 -0.09547
11 12 -0.09862
11 13 -0.11587
11 14 0.00186
11 15 -0.09626
11 16 0.118
11 17 -0.07588
11 18 0.21867
11 19 -0.00229
11 20 -0.05277
11 21 0.20628
11 22 -0.04112
11 23 0.05634
11 24 0.37361
11 25 -0.16916
11 26 -0.09666
11 27 -0.22494
11 28 0.00019
11 29 0.09239
11 30 0.09241
11 31 0.15389
11 32 -0.04191
11 33 0.06339
11 34 0.28277
11 35 -0.10724
11 36 -0.3435
11 37 -0.0074
11 38 0.127
11 39 0.05558
11 40 -0.17667
11 41 0.18339
11 42 -0.11201
11 43 -0.26171
11 44 0.04533
11 45 0.12816
11 46 0.03307
11 47 -0.08994
11 48 0.13267
11 49 -0.05746
12 13 -0.19483
12 14 0.06825
12 15 -0.01772
12 16 -0.07259
12 17 0.02491
12 18 0.02161
12 19 0.11899
12 20 0.05157
12 21 -0.08059
12 22 -0.29029
12 23 0.0262
12 24 -0.06538
12 25 0.21957
12 26 -0.06224
12 27 0.14176
12 28 -0.09394
12 29 -0.03372
12 30 0.0621
12 31 0.2371
12 32 -0.06421
12 33 -0.00587
12 34 0.01373
12 35 0.16325
12 36 -0.20105
12 37 0.01866
12 38 -0.06916
12 39 0.16597
12 40 -0.22463
12 41 -0.03746
12 42 -0.0119
12 43 0.1058
12 44 -0.02696
12 45 -0.0123
12 46 0.18746
12 47 0.05539
12 48 -0.05125
12 49 -0.16624
13 14 0.11302
13 15 0.20221
13 16 -0.29039
13 17 -0.15319
13 18 -0.03523
13 19 0.06287
13 20 0.23794
13 21 -0.19811
13 22 0.05863
13 23 -0.08292
13 24 0.04847
13 25 0.18889
13 26 -0.0481
13 27 -0.16772
13 28 0.06464
13 29 0.08997
13 30 0.02058
13 31 0.10042
13 32 -0.17483
13 33 0.14435
13 34 -0.01759
13 35 -0.10814
13 36 0.01158
13 37 0.07465
13 38 0.06278
13 39 0.14307
13 40 -0.23883
13 41 0.34901
13 42 -0.00821
13 43 0.09968
13 44 -0.06136
13 45 0.34029
13 46 -0.226
13 47 0.02381
13 48 0.07113
13 49 0.06825
14 15 0.04598
14 16 0.10511
14 17 0.06275
14 18 -0.15093
14 19 -0.29098
14 20 -0.11789
14 21 0.04753
14 22 0.2488
14 23 -0.37013
14 24 -0.15119
14 25 -0.22738
14 26 -0.06174
14 27 0.05315
14 28 -0.00653
14 29 -0.14974
14 30 -0.19335
14 31 0.03698
14 32 0.03686
14 33 0.24945
14 34 -0.19144
14 35 -0.01879
14 36 0.00581
14 37 -0.18778
14 38 0.34845
14 39 -0.14415
14 40 -0.09094
14 41 0.09978
14 42 0.14223
14 43 -0.12889
14 44 -0.00292
14 45 -0.08724
14 46 0.21842
14 47 0.17609
14 48 -0.19861
14 49 0.0449
15 16 -0.03128
15 17 -0.02235
15 18 0.18322
15 19 0.25776
15 20 -0.21119
15 21 0.08349
15 22 0.18686
15 23 -0.12118
15 24 -0.13458
15 25 0.22077
15 26 -0.23668
15 27 0.26034
15 28 0.00613
15 29 0.15304
15 30 -0.2142
15 31 0.00754
15 32 0.09485
15 33 0.01592
15 34 0.13462
15 35 0.04293
15 36 0.10591
15 37 0.11884
15 38 -0.23059
15 39 -0.01743
15 40 -0.02793
15 41 -0.18312
15 42 -0.08092
15 43 0.1481
15 44 0.16606
15 45 -0.39127
15 46 -0.16493
15 47 0.0758
15 48 0.00235
15 49 -0.03013
16 17 0.2596
16 18 0.10309
16 19 0.1427
16 20 0.15529
16 21 -0.31189
16 22 0.5713
16 23 -0.02906
16 24 -0.09975
16 25 0.01784
16 26 -0.07403
16 27 0.13725
16 28 -0.0793
16 29 -0.03886
16 30 -0.14771
16 31 -0.22729
16 32 0.22107
16 33 0.19934
16 34 0.02213
16 35 -0.03128
16 36 -0.0104
16 37 -0.10655
16 38 -0.13891
16 39 -0.10014
16 40 -0.13299
16 41 -0.01438
16 42 -0.01629
16 43 0.05745
16 44 0.04513
16 45 0.07624
16 46 0.11013
16 47 -0.13774
16 48 -0.03396
16 49 0.00775
17 18 0.22554
17 19 -0.0296
17 20 0.09381
17 21 -0.04287
17 22 0.22919
17 23 0.16322
17 24 0.03467
17 25 -0.06795
17 26 0.15368
17 27 -0.35294
17 28 0.06004
17 29 -0.03996
17 30 0.05411
17 31 -0.16854
17 32 -0.2815
17 33 0.03645
17 34 -0.07201
17 35 0.04557
17 36 0.13072
17 37 0.07773
17 38 -0.03372
17 39 -0.22459
17 40 0.35497
17 41 0.11029
17 42 -0.08292
17 43 -0.19731
17 44 -0.00912
17 45 0.23957
17 46 -0.48157
17 47 0.12189
17 48 -0.00514
17 49 0.02404
18 19 0.11252
18 20 0.03414
18 21 0.11592
18 22 -0.16571
18 23 -0.04913
18 24 -0.11909
18 25 0.00803
18 26 -0.07665
18 27 0.06446
18 28 0.04348
18 29 0.17081
18 30 0.2453
18 31 0.04658
18 32 0.09656
18 33 -0.09522
18 34 -0.09119
18 35 0.23211
18 36 -0.20845
18 37 -0.00409
18 38 0.13903
18 39 -0.14423
18 40 0.12287
18 41 0.15045
18 42 -0.22567
18 43 0.00732
18 44 0.04324
18 45 -0.18886
18 46 -0.24068
18 47 -0.17435
18 48 0.0726
18 49 0.14913
19 20 0.16689
19 21 -0.07547
19 22 0.03067
19 23 0.11786
19 24 -0.0255
19 25 -0.16413
19 26 0.16584
19 27 0.08197
19 28 0.1967
19 29 -0.08348
19 30 -0.09592
19 31 0.06233
19 32 0.07766
19 33 -0.12086
19 34 0.25518
19 35 -0.22895
19 36 -0.10642
19 37 0.25627
19 38 -0.10715
19 39 0.0052
19 40 -0.07458
19 41 -0.03614
19 42 0.01244
19 43 0.10023
19 44 0.17041
19 45 -0.44033
19 46 0.04669
19 47 0.00577
19 48 -0.04553
19 49 -0.12651
20 21 -0.09685
20 22 0.09361
20 23 -0.0023
20 24 -0.19288
20 25 0.19949
20 26 0.03796
20 27 0.06892
20 28 -0.17872
20 29 0.1552
20 30 0.22718
20 31 -0.19499
20 32 0.19978
20 33 0.19978
20 34 -0.02318
20 35 -0.21135
20 36 -0.06294
20 37 -0.06307
20 38 0.17151
20 39 -0.10558
20 40 -0.141
20 41 -0.03535
20 42 0.15963
20 43 0.17489
20 44 -0.07061
20 45 -0.15453
20 46 0.06524
20 47 -0.1838
20 48 -0.02456
20 49 0.08069
21 22 -0.17862
21 23 -0.17146
21 24 -0.09255
21 25 0.10408
21 26 0.15583
21 27 -0.22559
21 28 -0.1821
21 29 0.15743
21 30 -0.0191
21 31 0.08868
21 32 -0.0867
21 33 0.14045
21 34 0.17052
21 35 0.12663
21 36 -0.04519
21 37 0.10233
21 38 -0.21633
21 39 0.0774
21 40 -0.15462
21 41 -0.10091
21 42 -0.1672
21 43 -0.054
21 44 0.15145
21 45 -0.01945
21 46 -0.16426
21 47 -0.10369
21 48 0.07157
21 49 -0.08668
22 23 0.12529
22 24 0.28965
22 25 0.04027
22 26 0.06943
22 27 0.09673
22 28 -0.01766
22 29 0.30599
22 30 -0.04266
22 31 -0.0349
22 32 -0.04766
22 33 -0.01096
22 34 -0.00846
22 35 -0.38833
22 36 0.13616
22 37 0.03066
22 38 -0.0486
22 39 -0.24614
22 40 -0.13692
22 41 0.08178
22 42 -0.15686
22 43 -0.06892
22 44 -0.30374
22 45 -0.11627
22 46 -0.07433
22 47 -0.20504
22 48 -0.15789
22 49 0.2561
23 24 -0.03133
23 25 0.06692
23 26 0.14585
23 27 -0.00626
23 28 0.15854
23 29 0.01353
23 30 0.16256
23 31 -0.0397
23 32 0.02234
23 33 -0.16495
23 34 -0.16227
23 35 -0.27917
23 36 -0.23435
23 37 0.33011
23 38 -0.1318
23 39 0.12737
23 40 -0.09922
23 41 0.02071
23 42 0.12393
23 43 0.00908
23 44 0.07343
23 45 0.10495
23 46 -0.04009
23 47 -0.00111
23 48 -0.26992
23 49 0.06518
24 25 -0.02762
24 26 -0.29968
24 27 -0.03575
24 28 0.01746
24 29 -0.19257
24 30 -0.18151
24 31 -0.05173
24 32 0.32777
24 33 0.04511
24 34 0.02952
24 35 0.24244
24 36 0.02981
24 37 0.10936
24 38 -0.16647
24 39 -0.0002
24 40 -0.00511
24 41 -0.18894
24 42 -0.16152
24 43 0.1976
24 44 -0.05822
24 45 -0.19689
24 46 0.03757
24 47 0.09645
24 48 -0.10764
24 49 0.04654
25 26 0.10016
25 27 0.05477
25 28 0.26634
25 29 -0.12771
25 30 -0.26903
25 31 0.04218
25 32 -0.39418
25 33 -0.07812
25 34 -0.19536
25 35 -0.02323
25 36 0.05453
25 37 -0.08919
25 38 -0.02762
25 39 -0.1313
25 40 0.07167
25 41 -0.09675
25 42 -0.04723
25 43 -0.10935
25 44 0.087
25 45 -0.02591
25 46 -0.01458
25 47 -0.15933
25 48 -0.37081
25 49 0.24825
26 27 -0.21871
26 28 -0.03407
26 29 -0.02882
26 30 0.04066
26 31 0.10612
26 32 0.10342
26 33 0.28024
26 34 0.01972
26 35 0.10484
26 36 -0.04904
26 37 -0.07323
26 38 0.13721
26 39 0.22167
26 40 0.1445
26 41 -0.05408
26 42 -0.17397
26 43 -0.07283
26 44 -0.18137
26 45 -0.20069
26 46 -0.08941
26 47 -0.00548
26 48 0.13204
26 49 -0.11869
27 28 0.14753
27 29 0.2231
27 30 0.21172
27 31 -0.06939
27 32 0.08985
27 33 -0.01357
27 34 -0.05473
27 35 0.06304
27 36 -0.0522
27 37 -0.05035
27 38 -0.10871
27 39 0.07124
27 40 0.07129
27 41 0.44457
27 42 0.12333
27 43 0.05785
27 44 -0.18583
27 45 0.07296
27 46 -0.09844
27 47 -0.00296
27 48 0.05181
27 49 0.03248
28 29 -0.04157
28 30 0.04141
28 31 -0.21358
28 32 -0.01208
28 33 0.03724
28 34 0.36073
28 35 -0.0125
28 36 0.13987
28 37 -0.10182
28 38 -0.10172
28 39 -0.02968
28 40 0.02849
28 41 -0.08916
28 42 0.0038
28 43 -0.0238
28 44 -0.04156
28 45 0.03336
28 46 0.08969
28 47 0.10923
28 48 0.18725
28 49 -0.24152
29 30 0.12978
29 31 -0.18842
29 32 0.17173
29 33 0.05988
29 34 0.09925
29 35 0.09884
29 36 -0.18781
29 37 -0.1927
29 38 -0.06711
29 39 0.19944
29 40 -0.05242
29 41 -0.21314
29 42 0.05308
29 43 0.24302
29 44 -0.19434
29 45 -0.03149
29 46 -0.02061
29 47 -0.08801
29 48 -0.14
29 49 0.14334
30 31 0.00587
30 32 -0.16322
30 33 0.25005
30 34 0.03959
30 35 0.02413
30 36 -0.1273
30 37 0.01696
30 38 0.16694
30 39 -0.00358
30 40 -0.21326
30 41 0.13159
30 42 -0.05207
30 43 0.09176
30 44 -0.09124
30 45 -0.06882
30 46 -0.17258
30 47 -0.3093
30 48 -0.22688
30 49 0.17805
31 32 -0.03254
31 33 0.19384
31 34 0.18105
31 35 0.20539
31 36 -0.06603
31 37 0.24644
31 38 -0.11891
31 39 -0.16005
31 40 0.06888
31 41 0.07785
31 42 -0.06649
31 43 0.12317
31 44 0.12126
31 45 -0.16587
31 46 -0.07741
31 47 -0.17751
31 48 -0.01099
31 49 0.01059
32 33 0.02803
32 34 -0.08332
32 35 -0.16439
32 36 0.0516
32 37 0.21619
32 38 0.08445
32 39 -0.07731
32 40 -0.16092
32 41 0.14987
32 42 -0.12677
32 43 -0.03516
32 44 -0.05322
32 45 -0.13949
32 46 -0.24005
32 47 0.14776
32 48 -0.07836
32 49 0.03131
33 34 -0.04767
33 35 0.16277
33 36 -0.13841
33 37 0.02412
33 38 -0.02037
33 39 -0.20398
33 40 -0.08878
33 41 0.09347
33 42 0.00963
33 43 0.03186
33 44 -0.08486
33 45 0.01511
33 46 -0.22051
33 47 0.04684
33 48 0.10788
33 49 -0.17964
34 35 -0.16659
34 36 0.01152
34 37 0.13882
34 38 0.26183
34 39 -0.10324
34 40 0.00118
34 41 -0.19264
34 42 0.08019
34 43 0.20023
34 44 -0.15372
34 45 -0.05981
34 46 0.01666
34 47 0.03585
34 48 -0.18225
34 49 -0.01555
35 36 0.19637
35 37 -0.06071
35 38 0.0373
35 39 0.44919
35 40 0.051
35 41 0.01478
35 42 -0.11425
35 43 0.025
35 44 0.1599
35 45 0.03432
35 46 -0.28199
35 47 0.03313
35 48 0.03157
35 49 -0.242
36 37 -0.04499
36 38 0.05211
36 39 0.12038
36 40 0.01213
36 41 0.08746
36 42 0.14393
36 43 -0.0984
36 44 -0.1205
36 45 0.2795
36 46 -0.2005
36 47 -0.13705
36 48 0.04617
36 49 0.10345
37 38 0.01059
37 39 -0.08899
37 40 -0.20118
37 41 -0.08637
37 42 -0.29474
37 43 -0.04721
37 44 -0.08149
37 45 -0.00541
37 46 -0.04505
37 47 -0.08711
37 48 0.09863
37 49 0.06696
38 39 0.18776
38 40 -0.07434
38 41 -0.07946
38 42 -0.10473
38 43 -0.06932
38 44 0.0707
38 45 0.08244
38 46 0.11489
38 47 0.03288
38 48 0.28116
38 49 -0.07234
39 40 -0.22419
39 41 -0.0357
39 42 -0.10081
39 43 -0.21382
39 44 -0.04175
39 45 0.09967
39 46 0.09056
39 47 0.1372
39 48 -0.04609
39 49 -0.16827
40 41 0.02324
40 42 0.28395
40 43 -0.19562
40 44 0.00008
40 45 0.18337
40 46 0.12702
40 47 -0.0894
40 48 -0.06714
40 49 -0.17548
41 42 -0.00609
41 43 -0.29712
41 44 0.02412
41 45 0.01966
41 46 -0.17939
41 47 -0.38987
41 48 0.15039
41 49 0.09286
42 43 0.08352
42 44 -0.15795
42 45 0.00321
42 46 0.08735
42 47 -0.14479
42 48 -0.0363
42 49 -0.06092
43 44 -0.05377
43 45 0.09028
43 46 0.01353
43 47 -0.00154
43 48 0.19362
43 49 0.05982
44 45 -0.07971
44 46 -0.18045
44 47 0.06214
44 48 -0.23967
44 49 -0.19408
45 46 -0.13058
45 47 -0.15853
45 48 -0.1098
45 49 -0.4204
46 47 0.25794
46 48 -0.08379
46 49 0.03569
47 48 0.049
47 49 -0.14679
48 49 0.03602
