# model=sk N=50 meanJ=0 seed=1051739 distribution=gaussian field=0 num_fields=50 num_couplings=1225
0 0
1 0
2 0
3 0
4 0
5 0
6 0
7 0
8 0
9 0
10 0
11 0
12 0
13 0
14 0
15 0
16 0
17 0
18 0
19 0
20 0
21 0
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 0
31 0
32 0
33 0
34 0
35 0
36 0
37 0
38 0
39 0
40 0
41 0
42 0
43 0
44 0
45 0
46 0
47 0
48 0
49 0
3 12 -0.00119
3 13 0.06401
3 14 -0.18198
3 15 -0.01657
3 16 -0.00253
3 17 0.18001
3 18 -0.11414
3 19 -0.21028
3 20 -0.24069
3 21 -0.19078
3 22 0.1929
3 23 0.09311
3 24 -0.10772
3 25 -0.02259
3 26 -0.06046
3 27 0.30926
3 28 -0.11146
3 29 0.14928
3 30 0.14818
3 31 -0.0438
3 32 -0.03193
3 33 -0.17883
3 34 0.12684
3 35 0.07175
3 36 -0.0658
3 37 0.05523
3 38 -0.01515
3 39 -0.03542
3 40 -0.05542
3 41 0.09988
3 42 -0.11258
3 43 0.15648
3 44 -0.00633
3 45 -0.12539
3 46 -0.08958
3 47 0.05501
3 48 0.22898
3 49 0.16267
4 5 -0.02002
4 6 -0.04001
4 7 0.01915
4 8 -0.06853
4 9 -0.24379
4 10 -0.27652
4 11 -0.28164
4 12 0.09894
4 13 0.16557
4 14 0.04854
4 15 0.14388
4 16 0.2089
4 17 0.18125
4 18 0.04691
4 19 0.14229
4 20 -0.02607
4 21 0.0497
4 22 -0.14098
4 23 0.03759
4 24 -0.11632
4 25 -0.24455
4 26 -0.04393
4 27 -0.0216
4 28 -0.17375
4 29 -0.05423
4 30 0.06056
4 31 -0.08254
4 32 0.1873
4 33 0.09445
4 34 0.23963
4 35 0.14198
4 36 0.09095
4 37 0.19952
4 38 0.02881
4 39 -0.04828
4 40 0.11474
4 41 -0.1711
4 42 0.14429
4 43 -0.1409
4 44 0.10288
4 45 -0.1267
4 46 0.13874
4 47 0.03897
4 48 -0.21643
4 49 -0.06119
5 6 -0.02807
5 7 0.18496
5 8 -0.05283
5 9 0.1459
5 10 0.03998
5 11 0.01777
5 12 -0.17308
5 13 0.15751
5 14 0.19414
5 15 -0.14482
5 16 -0.19853
5 17 -0.24077
5 18 -0.00195
5 19 -0.03799
5 20 0.12055
5 21 0.00652
5 22 0.15864
5 23 -0.09756
5 24 0.02508
5 25 -0.25497
5 26 0.03342
5 27 -0.05793
5 28 -0.01401
5 29 0.23888
5 30 -0.06837
5 31 0.11842
5 32 0.06897
5 33 -0.02476
5 34 -0.02581
5 35 0.08471
5 36 -0.15228
5 37 -0.10994
5 38 -0.08786
5 39 0.04044
5 40 0.21959
5 41 0.09778
5 42 0.19176
5 43 0.213
5 44 0.01426
5 45 0.08481
5 46 -0.33309
5 47 0.07593
5 48 -0.19841
5 49 -0.00544
6 7 0.27291
6 8 -0.1229
6 9 0.03852
6 10 0.03988
6 11 0.10599
6 12 0.06028
6 13 -0.25531
6 14 0.01967
6 15 -0.04894
6 16 -0.0309
6 17 -0.03866
6 18 0.13274
6 19 -0.31934
6 20 -0.00283
6 21 0.07648
6 22 -0.2558
6 23 -0.04508
6 24 0.10321
6 25 0.00698
6 26 0.0476
6 27 0.06417
6 28 0.03154
6 29 0.19107
6 30 -0.5039
6 31 0.12097
6 32 0.05692
6 33 -0.00038
6 34 0.34315
6 35 -0.05652
6 36 -0.05588
6 37 -0.28821
6 38 0.08877
6 39 -0.07386
6 40 -0.19718
6 41 0.11636
6 42 0.07819
6 43 0.08441
6 44 0.05514
6 45 -0.03358
6 46 -0.14389
6 47 -0.04055
6 48 0.00169
6 49 -0.01149
7 8 0.08497
7 9 0.11154
7 10 -0.01643
7 11 0.08946
7 12 -0.18765
7 13 0.02284
7 14 0.00133
7 15 -0.03723
7 16 0.14357
7 17 0.303
7 18 -0.18681
7 19 0.01627
7 20 -0.01478
7 21 0.27959
7 22 -0.12085
7 23 0.05652
7 24 -0.13954
7 25 0.2105
7 26 0.15319
7 27 -0.05967
7 28 0.12629
7 29 0.13493
7 30 0.05269
7 31 0.14757
7 32 0.25705
7 33 0.10513
7 34 -0.01839
7 35 -0.4671
7 36 0.18836
7 37 0.16998
7 38 0.06926
7 39 0.05852
7 40 -0.06655
7 41 0.071
7 42 -0.2376
7 43 0.36286
7 44 0.03702
7 45 -0.21278
7 46 0.28507
7 47 0.09849
7 48 -0.12601
7 49 0.13457
8 9 0.04323
8 10 -0.08805
8 11 -0.11164
8 12 -0.17977
8 13 -0.20096
8 14 0.04251
8 15 -0.03028
8 16 -0.02247
8 17 -0.11083
8 18 -0.19653
8 19 -0.01766
8 20 0.10302
8 21 0.12733
8 22 -0.0395
8 23 -0.1192
8 24 0.02595
8 25 -0.08653
8 26 0.06668
8 27 0.01746
8 28 -0.1272
8 29 0.10386
8 30 -0.11841
8 31 -0.08817
8 32 -0.14407
8 33 -0.1504
8 34 -0.21668
8 35 -0.32367
8 36 0.05351
8 37 -0.13253
8 38 -0.06846
8 39 -0.17116
8 40 0.18826
8 41 0.02698
8 42 0.09763
8 43 0.00104
8 44 -0.03629
8 45 0.13815
8 46 -0.00369
8 47 -0.06253
8 48 0.14877
8 49 -0.09273
9 10 -0.10537
9 11 -0.09763
9 12 -0.05394
9 13 0.02434
9 14 -0.04401
9 15 -0.08328
9 16 -0.29309
9 17 -0.08636
9 18 -0.20074
9 19 -0.15524
9 20 0.06855
9 21 0.08207
9 22 -0.07475
9 23 -0.16702
9 24 -0.09589
9 25 -0.21798
9 26 -0.28873
9 27 -0.17705
9 28 -0.1429
9 29 0.2835
9 30 0.05455
9 31 -0.02692
9 32 -0.08552
9 33 0.16949
9 34 -0.02244
9 35 0.11772
9 36 0.09037
9 37 -0.18471
9 38 0.23435
9 39 -0.06029
9 40 0.10084
9 41 -0.02686
9 42 -0.08957
9 43 0.11534
9 44 0.20542
9 45 -0.1319
9 46 0.03525
9 47 -0.18355
9 48 0.12004
9 49 0.05793
10 11 0.21366
10 12 0.02122
10 13 -0.18405
10 14 -0.17308
10 15 0.06865
10 16 0.11314
10 17 0.13434
10 18 -0.11902
10 19 0.0763
10 20 -0.15511
10 21 -0.0378
10 22 0.21981
10 23 0.27074
10 24 0.11159
10 25 0.09125
10 26 -0.15471
10 27 -0.07567
10 28 -0.08074
10 29 0.06688
10 30 0.34112
10 31 -0.12897
10 32 0.04387
10 33 0.13231
10 34 0.04022
10 35 0.17727
10 36 0.16631
10 37 -0.07819
10 38 -0.07735
10 39 0.0631
10 40 0.11777
10 41 0.07078
10 42 -0.02902
10 43 0.22522
10 44 0.0129
10 45 -0.00971
10 46 -0.08676
10 47 0.19185
10 48 0.45795
10 49 -0.1321
11 12 0.10442
11 13 0.03877
11 14 -0.1749
11 15 -0.16774
11 16 0.02938
11 17 0.17104
11 18 -0.04496
11 19 -0.0216
11 20 0.19475
11 21 -0.02496
11 22 -0.02109
11 23 -0.06443
11 24 -0.03488
11 25 -0.21295
11 26 0.11159
11 27 -0.17826
11 28 -0.08441
11 29 0.09089
11 30 0.04507
11 31 0.03614
11 32 0.04564
11 33 0.23712
11 34 0.06751
11 35 0.24629
11 36 -0.06382
11 37 -0.03821
11 38 0.08733
11 39 0.03191
11 40 0.03772
11 41 0.37683
11 42 0.00741
11 43 0.19316
11 44 -0.21363
11 45 -0.05817
11 46 -0.09967
11 47 -0.14976
11 48 0.08021
11 49 -0.02353
12 13 0.06275
12 14 -0.23272
12 15 -0.29137
12 16 0.17088
12 17 -0.23076
12 18 -0.24227
12 19 0.07255
12 20 0.05976
12 21 -0.24333
12 22 0.00393
12 23 0.09682
12 24 -0.14755
12 25 -0.04302
12 26 -0.14925
12 27 0.01077
12 28 -0.10966
12 29 -0.11351
12 30 -0.07373
12 31 0.08076
12 32 0.10808
12 33 0.05439
12 34 0.26113
12 35 -0.28634
12 36 -0.19248
12 37 -0.04001
12 38 -0.22416
12 39 -0.25261
12 40 -0.06483
12 41 -0.19904
12 42 0.1301
12 43 0.17625
12 44 -0.14504
12 45 0.1032
12 46 -0.21192
12 47 0.12551
12 48 -0.16333
12 49 -0.19106
13 14 -0.21879
13 15 -0.09369
13 16 -0.20634
13 17 -0.02556
13 18 0.01537
13 19 -0.06784
13 20 -0.14255
13 21 -0.1444
13 22 -0.10629
13 23 0.01521
13 24 0.1886
13 25 0.18313
13 26 -0.03176
13 27 -0.06734
13 28 -0.02786
13 29 0.17542
13 30 0.20477
13 31 0.23049
13 32 0.09518
13 33 0.25357
13 34 -0.0599
13 35 0.09061
13 36 0.13297
13 37 0.13695
13 38 0.00669
13 39 -0.01556
13 40 -0.08827
13 41 -0.25729
13 42 -0.11801
13 43 -0.14309
13 44 0.02723
13 45 -0.29381
13 46 -0.11057
13 47 0.09176
13 48 -0.0524
13 49 -0.06246
14 15 0.05946
14 16 -0.10399
14 17 -0.03274
14 18 -0.19841
14 19 0.11715
14 20 -0.07675
14 21 -0.13473
14 22 -0.22111
14 23 -0.09869
14 24 -0.00092
14 25 -0.0305
14 26 0.08102
14 27 0.10707
14 28 0.14304
14 29 0.02338
14 30 0.24244
14 31 -0.13464
14 32 0.27152
14 33 -0.03638
14 34 0.11848
14 35 -0.02146
14 36 -0.02663
14 37 -0.08545
14 38 0.30562
14 39 0.05369
14 40 0.24197
14 41 0.06397
14 42 0.20259
14 43 -0.06266
14 44 -0.16007
14 45 -0.09681
14 46 -0.14229
14 47 -0.16264
14 48 -0.13072
14 49 -0.04281
15 16 -0.017
15 17 0.03772
15 18 -0.1816
15 19 0.01347
15 20 0.06834
15 21 0.02364
15 22 -0.08914
15 23 0.0359
15 24 -0.11381
15 25 0.05529
15 26 0.19376
15 27 0.05064
15 28 -0.07481
15 29 -0.15783
15 30 -0.00723
15 31 -0.34644
15 32 -0.16669
15 33 0.02416
15 34 -0.15459
15 35 -0.07832
15 36 0.10052
15 37 -0.03332
15 38 0.16947
15 39 -0.07815
15 40 -0.11846
15 41 -0.1081
15 42 0.14265
15 43 -0.07611
15 44 0.05545
15 45 0.13051
15 46 -0.06509
15 47 0.10041
15 48 0.15522
15 49 0.28643
16 17 -0.22198
16 18 -0.00654
16 19 0.08789
16 20 -0.12853
16 21 -0.1225
16 22 -0.14683
16 23 -0.09472
16 24 0.28813
16 25 -0.43081
16 26 -0.25252
16 27 0.12703
16 28 -0.27815
16 29 -0.12505
16 30 0.14158
16 31 -0.08637
16 32 0.08024
16 33 0.05032
16 34 0.00209
16 35 -0.15689
16 36 0.13634
16 37 -0.07573
16 38 -0.29488
16 39 0.02913
16 40 0.01713
16 41 -0.23674
16 42 -0.01363
16 43 0.11532
16 44 0.05543
16 45 0.12527
16 46 0.09187
16 47 -0.06169
16 48 0.00104
16 49 -0.01281
17 18 0.09129
17 19 0.02512
17 20 0.16363
17 21 -0.12122
17 22 -0.03695
17 23 -0.05106
17 24 -0.05367
17 25 0.18933
17 26 -0.11434
17 27 -0.0573
17 28 0.13019
17 29 0.0989
17 30 -0.15047
17 31 -0.03345
17 32 -0.26548
17 33 0.22187
17 34 -0.34833
17 35 -0.0555
17 36 -0.33676
17 37 0.03391
17 38 -0.00489
17 39 -0.33494
17 40 -0.16107
17 41 -0.00502
17 42 -0.22741
17 43 -0.1707
17 44 0.15044
17 45 0.10614
17 46 0.0333
17 47 -0.19708
17 48 0.01934
17 49 -0.18674
18 19 0.00668
18 20 -0.06438
18 21 -0.14437
18 22 -0.31055
18 23 -0.04686
18 24 -0.13971
18 25 0.20433
18 26 -0.26489
18 27 -0.0113
18 28 -0.10521
18 29 0.23288
18 30 0.1831
18 31 0.06004
18 32 -0.0993
18 33 0.12316
18 34 0.06426
18 35 0.18395
18 36 -0.07122
18 37 0.16428
18 38 0.06508
18 39 -0.05863
18 40 0.04926
18 41 -0.22838
18 42 0.18434
18 43 0.02985
18 44 0.09446
18 45 -0.1709
18 46 -0.07224
18 47 0.07076
18 48 -0.00126
18 49 -0.11554
19 20 0.09801
19 21 -0.17943
19 22 0.09429
19 23 -0.01465
19 24 0.18419
19 25 -0.14427
19 26 -0.04501
19 27 0.13182
19 28 -0.03689
19 29 0.13369
19 30 0.09759
19 31 0.03607
19 32 -0.27676
19 33 0.484
19 34 -0.00871
19 35 0.00338
19 36 -0.06237
19 37 0.01757
19 38 0.03044
19 39 -0.09285
19 40 0.03401
19 41 0.02112
19 42 -0.00624
19 43 -0.23853
19 44 -0.07586
19 45 0.04724
19 46 0.02261
19 47 0.17378
19 48 0.06714
19 49 -0.22156
20 21 -0.14458
20 22 -0.05441
20 23 0.02394
20 24 -0.05124
20 25 0.14942
20 26 -0.13103
20 27 -0.17375
20 28 0.08965
20 29 -0.0255
20 30 -0.19581
20 31 -0.02252
20 32 -0.12897
20 33 -0.04713
20 34 0.11471
20 35 0.04608
20 36 -0.03214
20 37 -0.05472
20 38 -0.04058
20 39 -0.06377
20 40 0.12672
20 41 -0.02195
20 42 0.05308
20 43 -0.03206
20 44 0.09496
20 45 0.0463
20 46 0.12978
20 47 -0.09217
20 48 -0.09729
20 49 0.07962
21 22 -0.15693
21 23 -0.02095
21 24 0.1689
21 25 -0.18381
21 26 -0.15031
21 27 0.01398
21 28 -0.00872
21 29 -0.05909
21 30 0.09724
21 31 0.08215
21 32 -0.04516
21 33 0.1355
21 34 -0.23635
21 35 -0.02477
21 36 0.19095
21 37 -0.05222
21 38 -0.02757
21 39 0.04923
21 40 0.15699
21 41 0.14159
21 42 0.07492
21 43 -0.2586
21 44 -0.19087
21 45 0.05571
21 46 -0.07883
21 47 -0.19099
21 48 -0.02026
21 49 0.01423
22 23 -0.25109
22 24 0.00903
22 25 0.08747
22 26 0.07461
22 27 -0.26937
22 28 -0.11932
22 29 -0.02445
22 30 -0.19052
22 31 -0.09474
22 32 -0.0409
22 33 0.1998
22 34 -0.3542
22 35 0.02217
22 36 0.0393
22 37 -0.17814
22 38 -0.05463
22 39 -0.14532
22 40 0.00798
22 41 0.12351
22 42 -0.06292
22 43 0.17028
22 44 0.11336
22 45 0.0585
22 46 0.06007
22 47 -0.04405
22 48 0.1124
22 49 -0.25783
23 24 0.09169
23 25 -0.11544
23 26 -0.07967
23 27 -0.16693
23 28 0.00869
23 29 -0.15164
23 30 0.39788
23 31 -0.10285
23 32 -0.06194
23 33 -0.22565
23 34 0.36973
23 35 -0.12861
23 36 0.20144
23 37 0.03665
23 38 -0.15341
23 39 0.05719
23 40 -0.01733
23 41 0.04891
23 42 0.01332
23 43 -0.09481
23 44 0.226
23 45 -0.04017
23 46 -0.11053
23 47 -0.0271
23 48 -0.18913
23 49 0.06951
24 25 0.12045
24 26 -0.05474
24 27 0.01099
24 28 0.00538
24 29 0.20418
24 30 -0.08456
24 31 -0.06764
24 32 -0.00196
24 33 0.04193
24 34 -0.11602
24 35 -0.06715
24 36 0.22576
24 37 0.04278
24 38 0.10793
24 39 -0.22498
24 40 -0.06142
24 41 -0.03443
24 42 0.02665
24 43 0.09944
24 44 -0.07584
24 45 -0.076
24 46 -0.06431
24 47 0.029
24 48 -0.08764
24 49 0.14137
25 26 0.02553
25 27 0.308
25 28 -0.00458
25 29 -0.07592
25 30 0.16869
25 31 -0.20798
25 32 -0.32076
25 33 -0.21826
25 34 0.16393
25 35 0.02302
25 36 0.22619
25 37 0.01241
25 38 0.14933
25 39 0.13747
25 40 -0.01201
25 41 -0.01943
25 42 -0.03922
25 43 -0.14535
25 44 -0.08666
25 45 0.0415
25 46 -0.0853
25 47 -0.06923
25 48 0.14998
25 49 0.12449
26 27 0.22598
26 28 -0.19034
26 29 0.05951
26 30 -0.19167
26 31 0.06028
26 32 -0.14919
26 33 0.07167
26 34 0.11688
26 35 0.29273
26 36 0.10448
26 37 -0.11769
26 38 -0.32783
26 39 0.21985
26 40 0.15301
26 41 -0.00397
26 42 -0.03918
26 43 -0.037
26 44 0.00461
26 45 0.14697
26 46 -0.03876
26 47 -0.00502
26 48 -0.06489
26 49 -0.0689
27 28 0.06744
27 29 0.0123
27 30 0.15999
27 31 0.09313
27 32 -0.19128
27 33 0.2701
27 34 0.09395
27 35 0.22801
27 36 -0.01521
27 37 0.18673
27 38 0.12729
27 39 0.10581
27 40 0.01904
27 41 -0.13745
27 42 0.34425
27 43 -0.15251
27 44 0.03469
27 45 0.16347
27 46 -0.03005
27 47 -0.20646
27 48 0.13115
27 49 0.03663
28 29 -0.28438
28 30 -0.0173
28 31 0.01071
28 32 -0.07585
28 33 -0.04273
28 34 0.11249
28 35 -0.0352
28 36 -0.17723
28 37 -0.01689
28 38 0.1642
28 39 0.17301
28 40 -0.07533
28 41 -0.05607
28 42 0.00784
28 43 0.00329
28 44 0.14138
28 45 0.17902
28 46 -0.01781
28 47 0.06515
28 48 0.08915
28 49 0.07363
29 30 -0.25655
29 31 -0.04219
29 32 0.05411
29 33 -0.17842
29 34 -0.08437
29 35 0.15912
29 36 0.26594
29 37 0.2706
29 38 0.1941
29 39 -0.22666
29 40 0.1185
29 41 -0.22186
29 42 -0.12889
29 43 0.19598
29 44 -0.15619
29 45 -0.15925
29 46 -0.03444
29 47 0.11616
29 48 -0.12616
29 49 -0.09442
30 31 -0.01903
30 32 -0.01612
30 33 -0.03926
30 34 0.18568
30 35 0.0602
30 36 -0.21987
30 37 0.01455
30 38 0.08797
30 39 -0.14302
30 40 0.01218
30 41 -0.17319
30 42 -0.16592
30 43 -0.08951
30 44 -0.0488
30 45 0.04219
30 46 -0.14328
30 47 0.06361
30 48 0.00166
30 49 -0.06682
31 32 -0.05687
31 33 0.13101
31 34 -0.1119
31 35 -0.01693
31 36 -0.18515
31 37 0.03148
31 38 -0.03042
31 39 0.0219
31 40 -0.18776
31 41 0.02747
31 42 -0.13551
31 43 -0.32957
31 44 0.02937
31 45 0.11037
31 46 0.18795
31 47 -0.08647
31 48 -0.0498
31 49 -0.12153
32 33 -0.00441
32 34 -0.1142
32 35 -0.12417
32 36 0.0709
32 37 0.17866
32 38 -0.14406
32 39 0.0092
32 40 0.14116
32 41 0.15343
32 42 -0.05974
32 43 -0.14471
32 44 -0.21402
32 45 -0.01337
32 46 0.11585
32 47 -0.04441
32 48 0.18767
32 49 -0.11929
33 34 0.15776
33 35 0.09168
33 36 -0.07437
33 37 0.44442
33 38 0.02561
33 39 -0.0866
33 40 -0.24247
33 41 -0.06766
33 42 0.04182
33 43 0.09851
33 44 -0.06424
33 45 -0.09872
33 46 -0.00678
33 47 -0.07418
33 48 -0.06298
33 49 0.08445
34 35 0.07109
34 36 0.047
34 37 -0.11813
34 38 -0.0555
34 39 -0.04188
34 40 -0.02648
34 41 0.14233
34 42 0.33019
34 43 0.14838
34 44 -0.05075
34 45 0.16792
34 46 -0.0718
34 47 -0.06624
34 48 0.04167
34 49 -0.07711
35 36 -0.01363
35 37 -0.11426
35 38 -0.16209
35 39 0.07799
35 40 -0.11025
35 41 0.08765
35 42 -0.09841
35 43 0.09796
35 44 -0.04037
35 45 0.04789
35 46 0.06693
35 47 0.01452
35 48 0.11323
35 49 -0.06861
36 37 -0.1727
36 38 -0.25135
36 39 0.19286
36 40 0.0093
36 41 0.03217
36 42 -0.00922
36 43 -0.04847
36 44 0.07704
36 45 0.04361
36 46 -0.0805
36 47 -0.1489
36 48 0.05322
36 49 0.14385
37 38 0.2283
37 39 -0.07044
37 40 0.07892
37 41 0.19057
37 42 -0.02158
37 43 -0.09021
37 44 -0.22087
37 45 0.31538
37 46 -0.11913
37 47 -0.16918
37 48 -0.31802
37 49 0.05694
38 39 -0.01897
38 40 -0.15454
38 41 -0.03272
38 42 0.00119
38 43 -0.12481
38 44 0.05772
38 45 0.45177
38 46 -0.05979
38 47 -0.03398
38 48 0.05891
38 49 -0.05291
39 40 0.05806
39 41 0.139
39 42 -0.2317
39 43 -0.1772
39 44 0.15336
39 45 -0.09731
39 46 0.04118
39 47 -0.08315
39 48 -0.09944
39 49 -0.03462
40 41 -0.14787
40 42 0.28257
40 43 0.02196
40 44 -0.00472
40 45 0.12075
40 46 -0.0104
40 47 -0.02756
40 48 -0.0102
40 49 0.00419
41 42 -0.00587
41 43 -0.21135
41 44 -0.04581
41 45 0.18217
41 46 -0.24697
41 47 0.35545
41 48 -0.27513
41 49 -0.11112
42 43 -0.10142
42 44 0.07264
42 45 0.01483
42 46 -0.01654
42 47 -0.14567
42 48 -0.12869
42 49 -0.23983
43 44 0.09864
43 45 -0.15401
43 46 0.06233
43 47 0.04874
43 48 0.03916
43 49 0.0494
44 45 0.05735
44 46 0.01687
44 47 -0.05544
44 48 -0.10828
44 49 -0.02623
45 46 0.17441
45 47 -0.05377
45 48 0.01515
45 49 0.25509
46 47 0.10284
46 48 0.09437
46 49 -0.0622
47 48 -0.14909
47 49 -0.154
48 49 0.18243
